,property_type,sector,price,bedRoom,bathroom,balcony,floortype,agePossession,built_up_area,store room,study room,servant room,pooja room,others,furnishing_type,luxury_score
1700,flat,sector 9,1.2,4.0,3.0,2,med floor,Moderately Old,2000.0,0.0,0.0,0.0,0.0,0.0,1.0,low
1701,flat,sector 69,1.55,3.0,3.0,2,low floor,Relatively New,1428.0,0.0,0.0,0.0,1.0,0.0,1.0,medium
1702,flat,sector 82,0.78,2.0,2.0,2,low floor,Relatively New,1175.0,0.0,0.0,0.0,0.0,0.0,1.0,medium
1703,flat,sector 85,2.7,4.0,4.0,3+,,New Property,3151.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1704,flat,sector 107,0.5,3.0,2.0,2,med floor,Relatively New,717.0,0.0,0.0,0.0,0.0,1.0,0.0,low
1705,flat,sector 85,1.77,3.0,4.0,3,med floor,Moderately Old,1450.0,0.0,0.0,1.0,0.0,0.0,1.0,medium
1706,house,sector 108,1.7,4.0,4.0,3+,low floor,Relatively New,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1707,flat,sector 89,0.86,2.0,3.0,2,med floor,New Property,1226.0,0.0,1.0,1.0,1.0,0.0,1.0,medium
1708,flat,sector 109,1.6,3.0,3.0,3,med floor,Relatively New,2303.0,0.0,0.0,1.0,0.0,0.0,0.0,medium
1709,house,sector 10a,4.25,4.0,3.0,2,low floor,Moderately Old,2367.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1710,flat,sector 85,1.25,2.0,2.0,3,med floor,Relatively New,1730.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1711,flat,sector 102,1.4,2.0,2.0,3,low floor,Relatively New,1286.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1712,flat,sohna road,0.56,2.0,2.0,3,med floor,New Property,913.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1713,flat,sector 107,0.38,2.0,2.0,2,med floor,Relatively New,627.0,0.0,0.0,0.0,0.0,0.0,2.0,low
1714,flat,sector 52,0.45,1.0,1.0,0,low floor,Moderately Old,513.0,0.0,0.0,0.0,1.0,0.0,1.0,low
1715,flat,sector 106,1.1,3.0,4.0,3+,med floor,Relatively New,1186.0,0.0,0.0,1.0,0.0,0.0,1.0,high
1716,flat,sector 85,1.45,3.0,4.0,2,med floor,New Property,1616.0,0.0,0.0,1.0,0.0,0.0,0.0,low
1717,flat,sector 90,0.4,2.0,2.0,1,med floor,New Property,575.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1718,flat,sector 109,1.4,3.0,3.0,3+,med floor,Relatively New,1466.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1719,flat,sector 110,3.4,4.0,5.0,3,med floor,Relatively New,3000.0,0.0,0.0,1.0,0.0,0.0,0.0,high
1720,flat,sector 83,0.85,2.0,2.0,2,,Moderately Old,1100.0,0.0,0.0,0.0,1.0,0.0,1.0,medium
1721,flat,sector 92,1.22,4.0,3.0,3,med floor,Under Construction,2093.0,0.0,0.0,1.0,0.0,0.0,0.0,medium
1722,flat,sector 92,0.58,3.0,3.0,3,med floor,New Property,1281.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1723,flat,sector 89,0.5,2.0,2.0,1,med floor,Relatively New,672.0,0.0,0.0,0.0,0.0,0.0,2.0,medium
1724,flat,sector 86,1.25,3.0,4.0,3+,low floor,Relatively New,1747.0,0.0,0.0,1.0,1.0,0.0,0.0,medium
1725,flat,sector 99a,0.27,2.0,2.0,1,med floor,New Property,552.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1726,flat,sector 90,0.92,3.0,3.0,2,med floor,Relatively New,2167.0,0.0,1.0,0.0,0.0,0.0,1.0,low
1727,flat,sector 79,1.41,2.0,2.0,3,med floor,New Property,1747.0,0.0,1.0,0.0,0.0,0.0,0.0,medium
1728,flat,sector 102,1.4,3.0,3.0,3,med floor,Relatively New,1315.0,0.0,0.0,1.0,0.0,0.0,0.0,medium
1729,flat,sector 79,0.95,2.0,2.0,3,med floor,New Property,1385.0,0.0,1.0,0.0,0.0,0.0,0.0,low
1730,house,sector 48,7.25,3.0,4.0,2,low floor,Moderately Old,2592.0,1.0,1.0,1.0,1.0,0.0,1.0,medium
1731,flat,sector 103,0.88,2.0,2.0,3,med floor,New Property,1232.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1732,flat,sector 71,1.32,4.0,4.0,3,high floor,Moderately Old,1985.0,0.0,0.0,1.0,0.0,0.0,0.0,medium
1733,flat,sector 99a,1.05,2.0,2.0,3,low floor,Relatively New,1390.0,0.0,1.0,0.0,0.0,0.0,0.0,low
1734,flat,sector 90,1.65,4.0,4.0,3+,med floor,Relatively New,1900.0,0.0,0.0,0.0,0.0,1.0,0.0,medium
1735,flat,sector 92,0.45,3.0,3.0,1,med floor,Relatively New,833.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1736,flat,dwarka expressway,1.08,3.0,3.0,0,low floor,Under Construction,1758.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1737,flat,sector 89,1.0,2.0,2.0,2,low floor,New Property,1226.0,0.0,1.0,0.0,0.0,0.0,0.0,low
1738,house,sector 48,3.35,6.0,5.0,3+,med floor,Moderately Old,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1739,flat,sector 61,2.55,3.0,3.0,2,med floor,New Property,1630.0,0.0,0.0,0.0,0.0,1.0,0.0,low
1740,flat,sector 95,0.45,2.0,2.0,1,low floor,Relatively New,887.0,0.0,1.0,0.0,0.0,0.0,0.0,medium
1741,flat,sector 90,1.27,3.0,3.0,3+,low floor,Relatively New,1500.0,0.0,0.0,0.0,0.0,1.0,0.0,medium
1742,flat,sector 65,2.0,2.0,2.0,2,,New Property,1186.0,0.0,0.0,0.0,0.0,0.0,1.0,high
1743,house,sector 2,6.0,5.0,6.0,3+,med floor,Old Property,2430.0,0.0,1.0,0.0,1.0,1.0,1.0,low
1744,flat,sector 37d,1.1,3.0,3.0,3,med floor,Relatively New,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1745,flat,sector 84,0.88,3.0,3.0,3,,Relatively New,1652.0,0.0,0.0,0.0,1.0,0.0,0.0,medium
1746,flat,sector 70,1.65,3.0,3.0,2,med floor,Relatively New,2167.0,0.0,1.0,0.0,0.0,0.0,0.0,medium
1747,flat,sector 57,2.5,3.0,3.0,3,med floor,Moderately Old,2036.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1748,house,sector 28,9.54,6.0,5.0,3+,med floor,New Property,3240.0,1.0,1.0,1.0,1.0,0.0,0.0,high
1749,flat,manesar,0.9,3.0,3.0,3+,med floor,Moderately Old,2070.0,0.0,0.0,1.0,0.0,0.0,0.0,low
1750,flat,sector 79,1.47,2.0,2.0,3,med floor,New Property,93.0,0.0,1.0,0.0,0.0,0.0,0.0,medium
1751,flat,sector 69,1.68,4.0,4.0,2,low floor,Relatively New,1819.0,0.0,0.0,0.0,1.0,0.0,0.0,medium
1752,house,sector 55,1.45,1.0,4.0,3+,med floor,Relatively New,60.0,1.0,0.0,0.0,0.0,0.0,0.0,medium
1753,flat,sector 92,1.18,4.0,4.0,3,med floor,Relatively New,2518.0,0.0,0.0,1.0,0.0,0.0,0.0,medium
1754,flat,sector 4,0.36,2.0,2.0,1,med floor,Relatively New,1056.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1755,flat,sector 86,1.55,3.0,3.0,3+,high floor,Relatively New,1500.0,0.0,0.0,0.0,0.0,1.0,2.0,high
1756,flat,sector 88a,1.4,3.0,3.0,3+,med floor,Relatively New,1674.0,0.0,0.0,0.0,0.0,0.0,1.0,low
1757,house,sector 4,0.65,4.0,2.0,2,low floor,Moderately Old,585.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1758,flat,sector 81,2.3,3.0,4.0,3+,med floor,New Property,1893.0,0.0,0.0,1.0,0.0,0.0,2.0,high
1759,flat,sector 60,3.8,4.0,5.0,3,high floor,Moderately Old,2791.0,0.0,0.0,1.0,0.0,0.0,1.0,medium
1760,flat,sector 85,1.2,3.0,4.0,2,med floor,Relatively New,1650.0,0.0,0.0,1.0,0.0,0.0,0.0,low
1761,flat,sector 86,0.78,2.0,2.0,1,med floor,New Property,1231.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1762,flat,sector 83,1.8,3.0,3.0,3,med floor,Relatively New,1549.0,0.0,0.0,1.0,0.0,0.0,1.0,medium
1763,house,sector 11,2.1,2.0,6.0,3+,med floor,Relatively New,1215.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1764,flat,sector 65,2.25,3.0,3.0,3+,med floor,Relatively New,1493.0,0.0,1.0,1.0,0.0,0.0,0.0,high
1765,flat,sector 111,0.7,2.0,2.0,2,med floor,Relatively New,773.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1766,flat,sohna road,0.53,2.0,2.0,2,low floor,Relatively New,939.0,0.0,0.0,0.0,1.0,0.0,0.0,high
1767,flat,sector 110,3.25,4.0,4.0,3,high floor,Relatively New,3077.0,0.0,0.0,1.0,0.0,1.0,0.0,medium
1768,flat,sohna road,0.4,2.0,2.0,3,med floor,Under Construction,561.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1769,flat,sector 111,2.58,3.0,4.0,2,med floor,Moderately Old,2200.0,0.0,0.0,1.0,0.0,0.0,0.0,medium
1770,house,sector 7,2.43,4.0,4.0,2,med floor,Old Property,345.0,1.0,1.0,0.0,1.0,0.0,0.0,low
1771,house,sector 39,0.34,1.0,1.0,1,low floor,Moderately Old,450.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1772,flat,sector 70a,1.18,2.0,2.0,3,med floor,New Property,1400.0,0.0,0.0,0.0,1.0,0.0,0.0,medium
1773,flat,sector 89,0.95,2.0,2.0,2,low floor,Under Construction,804.0,0.0,1.0,0.0,0.0,0.0,0.0,medium
1774,flat,sector 33,1.08,2.0,2.0,3,med floor,Under Construction,85.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1775,flat,sector 3 phase 2,0.55,2.0,2.0,1,med floor,Relatively New,778.0,0.0,1.0,0.0,0.0,0.0,1.0,medium
1776,flat,sector 95,0.28,2.0,2.0,2,med floor,New Property,694.0,0.0,0.0,0.0,0.0,1.0,0.0,low
1777,flat,sector 90,0.85,3.0,4.0,3,med floor,Relatively New,1679.0,1.0,0.0,1.0,0.0,0.0,0.0,medium
1778,flat,sector 70a,1.9,4.0,3.0,3,low floor,New Property,2111.0,1.0,0.0,0.0,0.0,0.0,0.0,medium
1779,house,sector 7,1.95,2.0,2.0,2,low floor,Old Property,1440.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1780,flat,sector 72,3.25,3.0,3.0,3,low floor,Moderately Old,2986.0,0.0,0.0,1.0,0.0,0.0,0.0,medium
1781,flat,sohna road,0.99,2.0,2.0,2,med floor,Under Construction,1045.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1782,flat,sector 102,1.4,3.0,3.0,3,med floor,Relatively New,1493.0,0.0,0.0,1.0,0.0,0.0,1.0,medium
1783,flat,sector 77,1.2,3.0,3.0,3,high floor,Relatively New,1822.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1784,flat,sector 90,1.15,3.0,3.0,3+,,Relatively New,1645.0,0.0,0.0,0.0,1.0,0.0,1.0,medium
1785,flat,sector 90,1.8,4.0,4.0,3+,med floor,Moderately Old,2005.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1786,flat,sector 33,1.39,3.0,2.0,3+,,Under Construction,1333.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1787,house,sector 109,1.55,3.0,2.0,0,low floor,Relatively New,2360.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1788,flat,sector 48,9.3,4.0,4.0,3+,med floor,Moderately Old,3831.0,1.0,1.0,1.0,1.0,0.0,1.0,medium
1789,house,sector 26,16.0,5.0,6.0,3,low floor,Old Property,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1790,flat,sector 68,0.92,2.0,2.0,3,med floor,Under Construction,1127.0,0.0,0.0,0.0,0.0,1.0,0.0,medium
1791,flat,sector 82,1.3,4.0,4.0,3+,low floor,Relatively New,1774.0,0.0,0.0,1.0,0.0,0.0,0.0,medium
1792,house,sector 11,4.0,5.0,4.0,1,low floor,Moderately Old,2025.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1793,flat,sector 113,1.75,2.0,2.0,2,med floor,Relatively New,1430.0,0.0,1.0,0.0,0.0,0.0,0.0,medium
1794,flat,sector 102,1.7,3.0,4.0,3+,med floor,Relatively New,1750.0,0.0,0.0,1.0,1.0,0.0,1.0,high
1795,flat,sector 50,2.7,3.0,3.0,3+,med floor,Moderately Old,2357.0,0.0,0.0,1.0,0.0,0.0,0.0,medium
1796,house,manesar,2.0,3.0,1.0,0,med floor,Moderately Old,1337.4,0.0,0.0,0.0,0.0,0.0,0.0,low
1797,flat,sector 84,0.35,2.0,2.0,2,med floor,Relatively New,537.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1798,flat,sector 113,2.7,3.0,4.0,3+,med floor,Relatively New,2217.0,0.0,0.0,1.0,0.0,0.0,1.0,low
1799,flat,sector 72,3.9,4.0,4.0,3+,,Relatively New,2509.0,0.0,0.0,1.0,0.0,1.0,0.0,low
1800,flat,sector 33,1.4,3.0,3.0,3,low floor,Under Construction,588.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1801,house,sector 47,5.25,9.0,9.0,3+,med floor,Relatively New,4650.0,0.0,0.0,1.0,0.0,0.0,1.0,medium
1802,flat,sector 102,0.97,2.0,2.0,2,high floor,New Property,747.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1803,flat,sector 92,0.42,3.0,3.0,1,low floor,Relatively New,711.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1804,flat,sector 50,1.8,3.0,4.0,3+,med floor,Moderately Old,1870.0,0.0,0.0,1.0,0.0,0.0,1.0,high
1805,flat,sector 66,4.5,5.0,5.0,3+,high floor,New Property,3321.0,0.0,0.0,1.0,0.0,0.0,0.0,medium
1806,house,sector 4,0.58,2.0,2.0,1,low floor,Moderately Old,67.0,0.0,0.0,0.0,1.0,1.0,0.0,low
1807,flat,sector 109,1.26,3.0,2.0,3,med floor,Relatively New,1701.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1808,house,sector 7,1.3,2.0,3.0,2,med floor,Old Property,963.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1809,flat,sector 12,1.15,3.0,4.0,2,low floor,Old Property,2000.0,0.0,1.0,1.0,0.0,1.0,1.0,low
1810,flat,sector 88a,2.1,4.0,4.0,3,low floor,New Property,1745.0,0.0,1.0,1.0,0.0,0.0,0.0,medium
1811,flat,sohna road,0.78,2.0,2.0,2,med floor,Relatively New,1319.0,0.0,1.0,0.0,0.0,0.0,1.0,medium
1812,house,sector 7,1.16,2.0,4.0,2,med floor,Moderately Old,1102.0,0.0,0.0,0.0,0.0,1.0,0.0,low
1813,flat,sector 84,2.2,4.0,4.0,3,med floor,Relatively New,3222.0,0.0,0.0,1.0,0.0,0.0,0.0,low
1814,flat,sector 92,0.6,3.0,2.0,3,med floor,Moderately Old,1333.0,0.0,0.0,0.0,0.0,0.0,1.0,low
1815,house,sector 70a,5.35,4.0,4.0,3+,med floor,Relatively New,6000.0,1.0,1.0,1.0,1.0,0.0,1.0,high
1816,flat,sector 37d,1.02,3.0,2.0,3,,Under Construction,1538.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1817,flat,sector 37c,0.78,2.0,2.0,3,low floor,Moderately Old,1068.1,0.0,0.0,0.0,0.0,0.0,1.0,medium
1818,flat,sector 89,1.33,3.0,3.0,3,med floor,Under Construction,1423.0,0.0,1.0,0.0,0.0,0.0,0.0,medium
1819,flat,sector 69,1.2,2.0,3.0,0,low floor,Relatively New,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1820,flat,sector 71,0.37,1.0,1.0,2,low floor,Relatively New,425.0,0.0,0.0,0.0,0.0,0.0,1.0,low
1821,flat,sector 70a,2.75,3.0,3.0,3+,high floor,Relatively New,2150.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1822,flat,sector 113,1.85,3.0,2.0,2,med floor,New Property,1429.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1823,flat,sector 85,0.67,2.0,2.0,2,med floor,Relatively New,1250.0,0.0,0.0,0.0,0.0,1.0,1.0,high
1824,flat,sector 102,1.91,3.0,4.0,2,,Relatively New,1587.0,0.0,1.0,1.0,0.0,0.0,1.0,high
1825,flat,sector 65,1.42,2.0,2.0,2,med floor,Relatively New,1010.0,0.0,1.0,0.0,0.0,0.0,1.0,high
1826,flat,sector 56,1.65,3.0,3.0,3+,med floor,Moderately Old,2131.0,0.0,1.0,0.0,0.0,0.0,1.0,medium
1827,house,sector 105,0.65,3.0,2.0,1,low floor,Relatively New,720.0,0.0,0.0,0.0,1.0,1.0,0.0,low
1828,house,sector 11,1.2,7.0,3.0,0,med floor,Moderately Old,300.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1829,house,sector 26,4.6,4.0,4.0,3+,low floor,Old Property,3771.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1830,flat,sector 72,5.0,4.0,4.0,3+,low floor,Moderately Old,4500.0,0.0,1.0,1.0,1.0,1.0,1.0,high
1831,flat,sector 90,1.25,4.0,4.0,3,med floor,Relatively New,2861.0,0.0,1.0,0.0,1.0,0.0,0.0,high
1832,house,sector 33,11.5,5.0,6.0,3+,med floor,Relatively New,4680.0,0.0,0.0,1.0,0.0,0.0,0.0,medium
1833,house,sector 109,9.5,5.0,5.0,3+,low floor,Relatively New,3600.0,1.0,1.0,1.0,1.0,0.0,0.0,medium
1834,flat,sector 108,3.95,3.0,5.0,2,high floor,New Property,2343.0,0.0,0.0,1.0,0.0,0.0,0.0,medium
1835,flat,sector 81,0.95,2.0,2.0,2,high floor,Relatively New,1150.0,0.0,0.0,0.0,0.0,0.0,1.0,high
1836,flat,sector 43,3.25,4.0,4.0,3+,high floor,Moderately Old,3115.0,0.0,0.0,0.0,1.0,0.0,1.0,medium
1837,flat,sector 88a,1.15,2.0,2.0,3,high floor,Relatively New,1380.0,0.0,1.0,0.0,1.0,0.0,0.0,high
1838,flat,sector 89,1.32,3.0,3.0,3,low floor,Under Construction,867.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1839,house,sector 4,0.61,2.0,2.0,2,low floor,Moderately Old,61.0,0.0,0.0,0.0,0.0,1.0,0.0,low
1840,flat,sector 92,0.62,2.0,2.0,2,med floor,New Property,1498.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1841,flat,sector 65,2.5,3.0,3.0,3,med floor,Relatively New,1493.0,0.0,1.0,1.0,0.0,0.0,0.0,low
1842,house,sector 2,5.6,8.0,6.0,3+,low floor,Moderately Old,3240.0,1.0,1.0,1.0,1.0,0.0,0.0,low
1843,flat,sector 37c,1.44,3.0,3.0,3+,low floor,Relatively New,1789.0,0.0,1.0,1.0,0.0,1.0,0.0,low
1844,flat,sector 69,0.74,3.0,3.0,1,med floor,Under Construction,1210.0,0.0,0.0,1.0,0.0,0.0,0.0,medium
1845,flat,sector 65,1.99,2.0,2.0,2,,Under Construction,1140.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1846,flat,sector 49,2.51,3.0,3.0,3+,med floor,Old Property,2061.0,0.0,1.0,0.0,0.0,0.0,1.0,medium
1847,flat,sector 90,1.54,4.0,4.0,3+,high floor,Moderately Old,2200.0,0.0,0.0,1.0,1.0,0.0,1.0,medium
1848,house,sector 4,5.0,3.0,3.0,2,low floor,Old Property,4950.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1849,flat,sector 104,1.59,2.0,2.0,2,high floor,Relatively New,1403.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1850,house,sector 26,18.25,7.0,9.0,3+,med floor,Relatively New,11111.0,1.0,1.0,1.0,1.0,0.0,1.0,medium
1851,flat,sector 37c,0.99,3.0,3.0,1,med floor,New Property,1643.0,0.0,0.0,1.0,0.0,0.0,0.0,low
1852,flat,sector 67a,1.7,3.0,3.0,2,med floor,New Property,1346.0,0.0,0.0,1.0,0.0,1.0,1.0,low
1853,flat,sohna road,0.79,3.0,2.0,3+,med floor,Under Construction,978.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1854,flat,sohna road,0.87,2.0,2.0,3+,med floor,Relatively New,1131.0,0.0,1.0,0.0,0.0,0.0,0.0,medium
1855,flat,sector 37c,0.4,2.0,2.0,3,med floor,Under Construction,756.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1856,flat,sector 77,1.25,3.0,4.0,3,med floor,Relatively New,1310.0,0.0,1.0,1.0,0.0,0.0,0.0,low
1857,flat,sector 70a,2.8,3.0,4.0,3,,Relatively New,2350.0,0.0,0.0,1.0,0.0,0.0,0.0,low
1858,flat,sector 106,1.2,3.0,3.0,3,high floor,Relatively New,1145.0,0.0,1.0,0.0,0.0,0.0,0.0,high
1859,house,sector 25,6.5,4.0,4.0,3+,low floor,Moderately Old,1800.0,1.0,1.0,1.0,1.0,0.0,0.0,medium
1860,house,sector 7,0.66,3.0,1.0,1,med floor,Relatively New,550.0,0.0,0.0,0.0,0.0,1.0,0.0,low
1861,flat,sector 37c,0.35,2.0,2.0,1,med floor,Relatively New,850.0,0.0,0.0,0.0,0.0,0.0,1.0,high
1862,flat,sector 111,2.25,3.0,3.0,2,high floor,Relatively New,1538.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1863,flat,sector 66,1.51,2.0,2.0,2,med floor,Relatively New,1188.0,0.0,0.0,0.0,1.0,0.0,1.0,medium
1864,flat,sector 3,0.26,2.0,1.0,2,low floor,Relatively New,611.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1865,flat,sector 12,0.35,3.0,3.0,1,low floor,Old Property,905.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1866,flat,sector 108,2.29,4.0,5.0,3+,med floor,Relatively New,2779.0,0.0,0.0,1.0,0.0,0.0,0.0,medium
1867,flat,sector 61,2.57,3.0,3.0,2,med floor,Under Construction,1630.0,0.0,1.0,0.0,0.0,0.0,0.0,low
1868,flat,sohna road,0.42,2.0,2.0,2,low floor,New Property,564.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1869,house,sector 57,7.25,9.0,9.0,3+,low floor,New Property,2700.0,0.0,0.0,1.0,1.0,1.0,1.0,low
1870,flat,sector 85,1.17,2.0,2.0,3,high floor,Relatively New,1660.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1871,flat,sector 107,1.2,3.0,3.0,3,med floor,Relatively New,1750.0,0.0,0.0,0.0,0.0,0.0,1.0,low
1872,flat,sector 104,2.23,3.0,4.0,3+,med floor,Relatively New,2359.0,0.0,0.0,1.0,0.0,0.0,1.0,high
1873,house,sector 26,17.0,5.0,5.0,3+,low floor,Relatively New,4518.0,1.0,1.0,1.0,1.0,0.0,1.0,medium
1874,flat,sector 69,1.51,3.0,3.0,2,low floor,Relatively New,1325.0,0.0,0.0,0.0,1.0,0.0,2.0,high
1875,flat,sector 48,1.42,3.0,3.0,3,low floor,Moderately Old,1493.0,1.0,0.0,0.0,0.0,0.0,2.0,high
1876,flat,sohna road,0.26,2.0,2.0,1,low floor,Relatively New,535.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1877,house,sector 13,0.45,1.0,1.0,0,low floor,Old Property,936.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1878,flat,sector 65,1.73,3.0,3.0,3,med floor,Relatively New,1262.0,0.0,0.0,1.0,0.0,0.0,2.0,high
1879,flat,sector 22,4.78,3.0,4.0,3,med floor,Relatively New,2500.0,0.0,0.0,1.0,0.0,1.0,2.0,medium
1880,flat,manesar,0.64,3.0,2.0,3+,med floor,Old Property,1696.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1881,flat,sohna road,0.4,2.0,2.0,3,high floor,New Property,661.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1882,flat,sector 102,1.42,3.0,3.0,3,med floor,Relatively New,1314.0,0.0,0.0,0.0,0.0,1.0,0.0,low
1883,flat,sector 109,2.22,3.0,3.0,3,,Relatively New,1896.0,0.0,0.0,1.0,0.0,1.0,0.0,medium
1884,flat,sohna road,0.75,3.0,2.0,3+,med floor,New Property,1201.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1885,flat,sector 102,0.95,2.0,2.0,2,high floor,Relatively New,915.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1886,flat,sector 90,0.7,2.0,2.0,3,med floor,New Property,1224.0,0.0,1.0,0.0,0.0,0.0,0.0,medium
1887,flat,sector 89,1.3,3.0,3.0,3+,low floor,New Property,2122.0,0.0,0.0,1.0,0.0,0.0,0.0,low
1888,house,sector 38,3.9,6.0,6.0,3+,med floor,Moderately Old,1836.0,0.0,1.0,1.0,1.0,0.0,0.0,low
1889,flat,gwal pahari,0.95,3.0,3.0,3,high floor,Old Property,1778.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1890,house,sector 2,19.5,8.0,9.0,3+,low floor,New Property,7200.0,0.0,1.0,1.0,1.0,0.0,0.0,medium
1891,flat,sector 93,0.4,2.0,2.0,2,high floor,New Property,604.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1892,house,sector 50,7.42,4.0,4.0,3,low floor,Old Property,3200.0,0.0,0.0,0.0,0.0,0.0,1.0,medium
1893,flat,dwarka expressway,1.65,3.0,4.0,3,med floor,Under Construction,3094.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1894,house,sector 49,6.5,5.0,5.0,2,low floor,Relatively New,3456.0,0.0,1.0,1.0,1.0,0.0,1.0,low
1895,house,sector 50,10.45,5.0,7.0,3+,med floor,Moderately Old,3240.0,0.0,1.0,1.0,1.0,1.0,1.0,high
1896,flat,sector 81,0.64,2.0,2.0,3,high floor,Relatively New,1361.0,0.0,0.0,0.0,0.0,0.0,1.0,medium
1897,flat,sector 88a,1.5,3.0,3.0,2,med floor,Relatively New,2056.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1898,flat,sector 108,2.4,2.0,2.0,2,high floor,New Property,1250.0,0.0,0.0,0.0,0.0,0.0,1.0,medium
1899,flat,sector 102,1.98,3.0,3.0,3+,med floor,Relatively New,2222.0,0.0,0.0,1.0,0.0,0.0,1.0,medium
1900,flat,sector 36,0.42,2.0,2.0,1,med floor,New Property,590.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1901,flat,sector 95,0.55,3.0,2.0,2,high floor,New Property,811.0,0.0,1.0,0.0,0.0,0.0,1.0,medium
1902,flat,sector 108,2.6,3.0,3.0,2,high floor,New Property,1711.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1903,flat,sohna road,0.4,2.0,2.0,1,low floor,New Property,669.0,0.0,0.0,0.0,0.0,0.0,1.0,medium
1904,flat,sector 88a,1.15,2.0,2.0,1,high floor,New Property,120.0,0.0,1.0,0.0,0.0,0.0,0.0,medium
1905,flat,sector 37c,1.26,3.0,3.0,3,med floor,New Property,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1906,house,sector 43,10.85,8.0,8.0,3,med floor,Moderately Old,3762.0,1.0,1.0,1.0,1.0,0.0,2.0,high
1907,house,sector 2,2.75,3.0,3.0,3,low floor,Moderately Old,1557.0,0.0,1.0,0.0,1.0,0.0,1.0,low
1908,flat,sector 30,0.69,2.0,2.0,1,med floor,Old Property,896.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1909,flat,sector 103,1.25,3.0,4.0,3,high floor,Under Construction,2012.0,0.0,1.0,1.0,0.0,0.0,0.0,medium
1910,flat,sector 79,1.69,3.0,3.0,2,med floor,Relatively New,1795.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
