,property_type,sector,price,bedRoom,bathroom,balcony,floortype,agePossession,built_up_area,store room,study room,servant room,pooja room,others,furnishing_type,luxury_score
1911,flat,sector 65,2.85,4.0,4.0,3,low floor,Relatively New,1975.0,0.0,1.0,1.0,0.0,0.0,0.0,low
1912,flat,sector 48,1.6,3.0,3.0,3,high floor,Old Property,1700.0,0.0,0.0,0.0,0.0,1.0,1.0,medium
1913,flat,sector 85,1.35,2.0,2.0,3,,Under Construction,102.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1914,flat,sector 49,1.9,3.0,3.0,3,low floor,Old Property,1600.0,0.0,0.0,0.0,0.0,1.0,1.0,low
1915,flat,sector 37d,1.55,3.0,3.0,3+,high floor,Relatively New,1639.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1916,flat,sector 99a,1.38,4.0,5.0,3+,low floor,Relatively New,2150.0,0.0,0.0,1.0,0.0,1.0,0.0,low
1917,flat,sector 81,0.48,2.0,2.0,1,med floor,Relatively New,613.0,0.0,0.0,0.0,0.0,0.0,1.0,medium
1918,flat,sector 89,1.2,3.0,3.0,2,low floor,New Property,1581.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1919,flat,sector 83,1.05,3.0,3.0,3,med floor,Relatively New,1618.0,1.0,0.0,0.0,0.0,0.0,0.0,medium
1920,flat,sector 65,2.79,3.0,3.0,3,,New Property,1969.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1921,flat,sector 102,1.42,2.0,2.0,3,high floor,Relatively New,1368.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1922,flat,sector 89,1.2,3.0,3.0,2,med floor,New Property,1423.0,0.0,1.0,0.0,0.0,1.0,0.0,low
1923,house,sector 109,7.0,5.0,5.0,3+,low floor,Relatively New,6228.0,0.0,0.0,1.0,0.0,0.0,0.0,medium
1924,flat,sector 109,2.22,3.0,4.0,3,high floor,Relatively New,1860.0,1.0,1.0,1.0,1.0,0.0,0.0,low
1925,flat,sector 90,0.65,2.0,2.0,3,med floor,Relatively New,1050.0,0.0,1.0,0.0,0.0,0.0,0.0,medium
1926,house,sector 48,7.65,4.0,4.0,3,low floor,Moderately Old,4000.0,0.0,1.0,1.0,0.0,1.0,0.0,low
1927,house,sector 50,7.0,3.0,2.0,0,low floor,Moderately Old,2160.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1928,house,sector 49,4.45,6.0,6.0,3,med floor,Moderately Old,2880.0,1.0,1.0,1.0,1.0,0.0,2.0,high
1929,flat,sector 102,2.15,3.0,4.0,3,high floor,Relatively New,1945.0,0.0,1.0,1.0,0.0,0.0,0.0,medium
1930,flat,gwal pahari,7.0,4.0,4.0,3+,med floor,Relatively New,5430.0,0.0,0.0,1.0,0.0,0.0,0.0,medium
1931,house,sector 6,0.85,2.0,2.0,0,med floor,Moderately Old,1222.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1932,flat,sector 84,0.69,2.0,2.0,3+,med floor,Relatively New,1222.0,0.0,1.0,0.0,0.0,0.0,0.0,medium
1933,flat,sector 84,0.84,3.0,3.0,3+,med floor,New Property,1561.0,0.0,0.0,0.0,1.0,0.0,0.0,medium
1934,flat,sector 67a,0.62,2.0,2.0,2,low floor,Relatively New,581.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1935,flat,sector 81,0.5,2.0,2.0,1,high floor,New Property,704.0,0.0,0.0,0.0,0.0,0.0,2.0,medium
1936,flat,sector 108,0.65,2.0,2.0,2,med floor,Relatively New,1235.0,0.0,0.0,0.0,1.0,0.0,1.0,high
1937,house,sector 89,0.7,2.0,2.0,2,high floor,New Property,1297.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1938,flat,sector 70,0.53,2.0,2.0,2,med floor,Under Construction,991.0,0.0,0.0,0.0,0.0,1.0,0.0,low
1939,flat,sector 65,2.35,3.0,3.0,3,med floor,Relatively New,1833.0,0.0,1.0,1.0,0.0,0.0,1.0,medium
1940,flat,sector 102,2.5,4.0,5.0,3+,med floor,Relatively New,2600.0,0.0,0.0,1.0,1.0,0.0,1.0,high
1941,house,sector 67,3.0,4.0,4.0,0,med floor,Moderately Old,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1942,flat,sector 102,2.1,3.0,4.0,3+,med floor,Relatively New,1945.0,0.0,1.0,1.0,0.0,0.0,0.0,medium
1943,flat,sector 108,3.75,3.0,3.0,2,,New Property,2120.0,0.0,0.0,1.0,0.0,0.0,0.0,medium
1944,house,sector 6,1.0,6.0,4.0,0,med floor,Moderately Old,240.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1945,flat,sector 68,1.02,2.0,2.0,2,high floor,Relatively New,1250.0,0.0,0.0,0.0,0.0,1.0,1.0,low
1946,house,sohna road,0.07,1.0,1.0,0,low floor,Relatively New,33.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1947,flat,sector 22,3.99,3.0,5.0,3+,med floor,New Property,2796.0,0.0,0.0,1.0,0.0,0.0,2.0,medium
1948,flat,sohna road,1.3,3.0,3.0,3+,med floor,Relatively New,1509.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1949,flat,sector 72,3.21,3.0,4.0,3+,high floor,Relatively New,2140.0,0.0,0.0,1.0,0.0,0.0,1.0,high
1950,flat,sector 113,1.65,3.0,2.0,2,med floor,Relatively New,1420.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1951,house,sector 17,9.5,8.0,8.0,3,med floor,Relatively New,4050.0,0.0,1.0,0.0,0.0,0.0,1.0,low
1952,house,sector 109,6.75,4.0,4.0,3+,low floor,New Property,6228.0,0.0,0.0,1.0,1.0,0.0,0.0,medium
1953,flat,sector 88b,0.92,2.0,2.0,3,med floor,New Property,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1954,flat,sector 95,0.8,2.0,2.0,3,med floor,New Property,713.0,0.0,1.0,0.0,0.0,0.0,0.0,medium
1955,flat,sector 65,2.3,3.0,4.0,3,med floor,Relatively New,1833.0,1.0,1.0,1.0,1.0,0.0,2.0,high
1956,flat,sector 69,1.29,3.0,3.0,1,high floor,Relatively New,1419.0,0.0,0.0,0.0,1.0,0.0,1.0,medium
1957,flat,sohna road,0.35,2.0,2.0,2,high floor,New Property,616.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1958,house,sector 14,6.46,5.0,5.0,2,med floor,Moderately Old,3420.0,0.0,1.0,1.0,1.0,0.0,1.0,low
1959,house,sector 7,0.9,2.0,4.0,3,med floor,Old Property,900.0,0.0,0.0,1.0,0.0,1.0,1.0,low
1960,flat,sector 85,1.05,2.0,2.0,3+,med floor,Relatively New,1512.0,1.0,0.0,0.0,0.0,0.0,0.0,medium
1961,flat,sector 82,0.94,2.0,2.0,2,high floor,Relatively New,1299.0,0.0,1.0,0.0,0.0,0.0,1.0,medium
1962,flat,sector 36a,0.36,1.0,1.0,1,med floor,Relatively New,407.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1963,flat,sector 78,1.2,3.0,3.0,2,med floor,Moderately Old,2045.0,0.0,0.0,0.0,1.0,0.0,2.0,low
1964,flat,sector 85,1.14,2.0,2.0,3,,Relatively New,1604.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1965,flat,sohna road,0.73,2.0,2.0,3,med floor,Relatively New,1148.0,0.0,0.0,0.0,1.0,0.0,0.0,medium
1966,flat,sector 79,1.25,3.0,3.0,3,,Relatively New,1154.0,0.0,1.0,0.0,1.0,0.0,0.0,high
1967,flat,sector 72,4.0,4.0,5.0,3+,,Relatively New,2701.0,0.0,0.0,1.0,0.0,0.0,1.0,high
1968,flat,sector 90,1.95,4.0,4.0,3+,,Relatively New,2456.0,1.0,0.0,1.0,0.0,0.0,0.0,high
1969,flat,new,0.67,2.0,2.0,2,med floor,Relatively New,1086.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1970,flat,sector 37c,1.25,3.0,3.0,3,low floor,Relatively New,1563.0,0.0,1.0,0.0,0.0,0.0,0.0,low
1971,flat,sector 56,1.35,3.0,3.0,3,med floor,Old Property,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,medium
1972,flat,sector 67a,1.5,2.0,2.0,2,med floor,Relatively New,1500.0,1.0,0.0,0.0,0.0,0.0,1.0,low
1973,flat,sohna road,0.28,2.0,2.0,2,high floor,New Property,588.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1974,flat,sector 37c,1.27,3.0,3.0,3,low floor,Relatively New,1595.0,0.0,0.0,0.0,0.0,1.0,0.0,low
1975,flat,sector 85,0.9,3.0,3.0,3,med floor,Relatively New,1436.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1976,house,sector 109,12.0,5.0,6.0,3,low floor,Relatively New,7000.0,0.0,1.0,1.0,0.0,0.0,1.0,high
1977,flat,sector 72,6.75,4.0,4.0,3+,low floor,New Property,4000.0,0.0,0.0,1.0,0.0,0.0,1.0,high
1978,house,sector 109,5.85,4.0,5.0,3+,low floor,Relatively New,2214.0,0.0,0.0,1.0,0.0,0.0,1.0,medium
1979,flat,sector 92,0.42,2.0,2.0,1,med floor,Relatively New,657.0,0.0,1.0,0.0,1.0,0.0,1.0,low
1980,flat,sector 90,1.78,4.0,4.0,3+,high floor,Relatively New,2005.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1981,flat,sector 85,0.8,3.0,4.0,3,med floor,Relatively New,1390.0,0.0,0.0,1.0,0.0,0.0,1.0,low
1982,flat,sector 81,0.65,2.0,2.0,2,high floor,Moderately Old,985.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1983,house,sector 2,2.9,4.0,4.0,3,low floor,Relatively New,1557.0,1.0,0.0,0.0,0.0,0.0,1.0,low
1984,flat,sector 43,5.8,4.0,4.0,3+,,Old Property,2801.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1985,flat,sector 77,1.64,4.0,3.0,3,med floor,Relatively New,1765.0,0.0,0.0,1.0,0.0,0.0,0.0,medium
1986,flat,sector 65,2.36,3.0,3.0,3,low floor,Relatively New,1524.0,0.0,1.0,1.0,0.0,0.0,1.0,medium
1987,flat,sector 56,1.7,3.0,3.0,3,med floor,Moderately Old,2200.0,0.0,1.0,0.0,0.0,0.0,0.0,low
1988,flat,sector 37c,1.5,3.0,4.0,3+,high floor,New Property,2134.0,0.0,0.0,1.0,0.0,1.0,0.0,medium
1989,flat,sector 37d,1.67,4.0,4.0,3,high floor,Relatively New,2091.0,0.0,0.0,0.0,0.0,0.0,1.0,medium
1990,flat,sector 81,1.15,3.0,2.0,3+,med floor,Relatively New,1463.0,0.0,1.0,0.0,0.0,0.0,1.0,medium
1991,flat,sector 110,3.3,4.0,5.0,3,med floor,Relatively New,3032.0,0.0,0.0,1.0,0.0,0.0,0.0,medium
1992,flat,sector 79,1.45,3.0,3.0,3,med floor,Relatively New,2161.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1993,flat,sector 83,0.87,2.0,2.0,2,med floor,Moderately Old,1127.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1994,flat,sector 37c,1.25,3.0,3.0,3,med floor,Relatively New,1350.0,0.0,0.0,0.0,0.0,1.0,0.0,low
1995,flat,sector 83,1.75,3.0,3.0,3,med floor,Relatively New,1600.0,0.0,0.0,1.0,0.0,0.0,1.0,high
1996,flat,sector 107,0.28,2.0,2.0,2,med floor,Relatively New,543.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1997,flat,sector 82,0.99,3.0,4.0,2,high floor,New Property,1620.0,0.0,0.0,1.0,0.0,0.0,0.0,medium
1998,house,sector 26,5.5,4.0,4.0,3,low floor,Moderately Old,1800.0,0.0,1.0,1.0,1.0,0.0,0.0,medium
1999,flat,sector 95,0.48,2.0,2.0,2,med floor,Relatively New,744.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2000,flat,sector 59,5.5,3.0,3.0,1,,Under Construction,2738.0,0.0,0.0,1.0,0.0,0.0,0.0,low
2001,flat,sector 43,2.0,3.0,3.0,2,low floor,Old Property,1467.0,0.0,0.0,1.0,0.0,0.0,2.0,low
2002,flat,sector 90,1.42,4.0,4.0,3+,med floor,Moderately Old,2139.0,1.0,0.0,1.0,0.0,0.0,0.0,low
2003,flat,sector 83,0.75,3.0,3.0,3,med floor,New Property,1162.0,0.0,0.0,0.0,0.0,1.0,1.0,low
2004,flat,sector 107,1.3,3.0,3.0,3+,med floor,Relatively New,1554.0,0.0,0.0,0.0,1.0,0.0,1.0,high
2005,house,sector 43,5.8,6.0,6.0,3,low floor,Relatively New,1935.0,0.0,0.0,1.0,0.0,1.0,1.0,low
2006,flat,sector 70,1.78,3.0,3.0,3+,med floor,Relatively New,1765.0,0.0,0.0,1.0,0.0,1.0,0.0,low
2007,flat,sector 49,4.52,5.0,5.0,3+,high floor,Moderately Old,3724.0,0.0,1.0,1.0,1.0,0.0,0.0,low
2008,flat,sector 74,1.6,2.0,2.0,2,,New Property,1272.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2009,house,sector 73,17.0,5.0,8.0,3,med floor,Relatively New,9000.0,1.0,1.0,1.0,1.0,0.0,2.0,medium
2010,flat,sector 52,1.4,3.0,3.0,3+,med floor,Relatively New,2556.0,0.0,0.0,0.0,0.0,0.0,1.0,medium
2011,flat,sector 72,4.25,4.0,4.0,3+,low floor,Relatively New,2941.0,0.0,0.0,1.0,0.0,0.0,1.0,high
2012,flat,sohna road,0.26,2.0,2.0,1,med floor,Relatively New,535.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
2013,flat,sector 79,1.0,2.0,2.0,2,med floor,Relatively New,1300.0,0.0,1.0,0.0,0.0,0.0,0.0,low
2014,house,sector 26,19.0,6.0,8.0,3+,med floor,Moderately Old,4500.0,1.0,1.0,1.0,1.0,0.0,1.0,medium
2015,flat,sector 81,2.2,3.0,3.0,3+,med floor,Relatively New,1570.0,0.0,1.0,1.0,1.0,1.0,2.0,low
2016,flat,sector 81,1.35,3.0,3.0,3+,med floor,Moderately Old,1438.0,1.0,0.0,0.0,0.0,0.0,1.0,medium
2017,flat,sector 76,1.92,3.0,3.0,2,med floor,Under Construction,1628.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
2018,house,sector 4,1.25,2.0,3.0,0,low floor,Moderately Old,160.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2019,flat,sector 63,0.88,1.0,1.0,2,med floor,New Property,804.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2020,flat,sector 85,1.25,2.0,2.0,3+,,Relatively New,1426.0,1.0,0.0,0.0,0.0,0.0,0.0,high
2021,flat,sector 108,0.98,2.0,3.0,3,med floor,Relatively New,978.23,0.0,1.0,0.0,0.0,0.0,0.0,medium
2022,house,sector 24,10.0,8.0,10.0,3+,low floor,Old Property,3915.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2023,flat,sector 113,2.45,3.0,3.0,3,med floor,Relatively New,2014.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
2024,house,sector 26,18.0,5.0,4.0,3+,med floor,Moderately Old,4518.0,1.0,1.0,1.0,1.0,0.0,1.0,medium
2025,flat,sector 48,2.5,4.0,5.0,3,low floor,Moderately Old,2167.0,0.0,0.0,0.0,0.0,1.0,1.0,low
2026,flat,sector 77,1.4,3.0,3.0,3,med floor,Relatively New,1735.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2027,flat,sector 78,1.2,1.0,2.0,2,,Under Construction,823.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2028,house,sector 52,8.0,6.0,5.0,3+,med floor,Moderately Old,3132.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2029,house,sector 25,6.3,4.0,4.0,3+,low floor,Old Property,1800.0,1.0,0.0,1.0,0.0,0.0,0.0,medium
2030,flat,sector 90,0.8,2.0,3.0,2,low floor,Relatively New,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
2031,flat,sector 90,1.25,3.0,3.0,3,,Moderately Old,1541.0,0.0,0.0,1.0,0.0,0.0,0.0,low
2032,flat,sector 90,0.92,3.0,4.0,3,med floor,Relatively New,1493.0,0.0,0.0,1.0,0.0,0.0,0.0,medium
2033,flat,sector 52,1.45,3.0,3.0,3+,med floor,Relatively New,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,medium
2034,flat,sector 58,3.83,3.0,4.0,2,med floor,Relatively New,2000.0,0.0,1.0,1.0,0.0,0.0,1.0,high
2035,flat,sector 36a,0.65,2.0,2.0,2,med floor,Relatively New,657.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
2036,flat,sector 113,2.85,3.0,3.0,3+,med floor,New Property,2006.0,0.0,0.0,1.0,0.0,0.0,0.0,medium
2037,house,sector 72,8.6,4.0,5.0,3+,med floor,Relatively New,7000.0,0.0,0.0,0.0,0.0,0.0,1.0,low
2038,house,sector 26,31.5,7.0,9.0,3+,med floor,Moderately Old,9000.0,1.0,1.0,1.0,1.0,0.0,2.0,medium
2039,flat,sector 102,2.0,3.0,3.0,3,med floor,Relatively New,1676.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2040,house,sector 70a,5.25,5.0,4.0,3+,med floor,New Property,2610.0,0.0,0.0,1.0,0.0,0.0,1.0,low
2041,flat,sector 2,1.18,2.0,2.0,3,med floor,Old Property,1416.0,0.0,1.0,0.0,0.0,0.0,0.0,medium
2042,flat,sector 69,1.46,3.0,3.0,2,low floor,Relatively New,1428.0,0.0,0.0,0.0,1.0,0.0,1.0,high
2043,flat,sector 61,1.47,2.0,2.0,2,med floor,New Property,1278.0,0.0,1.0,0.0,1.0,0.0,0.0,medium
2044,house,sector 7,2.25,3.0,3.0,2,low floor,Old Property,1440.0,0.0,0.0,0.0,0.0,0.0,1.0,low
2045,flat,sector 54,4.85,3.0,4.0,3+,med floor,Moderately Old,1607.0,0.0,0.0,1.0,0.0,0.0,2.0,high
2046,flat,sector 70,1.8,3.0,4.0,3,low floor,New Property,1527.0,0.0,0.0,1.0,0.0,1.0,0.0,low
2047,house,sector 111,9.0,5.0,5.0,3+,med floor,Relatively New,8000.0,0.0,0.0,1.0,0.0,0.0,0.0,medium
2048,flat,sector 86,1.3,3.0,3.0,3,high floor,Moderately Old,1747.0,0.0,0.0,1.0,1.0,0.0,0.0,medium
2049,house,sector 53,4.0,5.0,5.0,2,med floor,Relatively New,2250.0,0.0,1.0,0.0,0.0,0.0,0.0,low
2050,flat,sector 102,3.0,4.0,4.0,3+,med floor,Relatively New,3178.0,0.0,0.0,0.0,0.0,1.0,1.0,medium
2051,flat,sector 102,1.76,3.0,3.0,3,low floor,Relatively New,1531.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
2052,flat,sector 79,1.2,3.0,3.0,3,med floor,Relatively New,1321.0,0.0,1.0,0.0,0.0,0.0,1.0,medium
2053,flat,sector 9a,1.25,4.0,3.0,3,low floor,Old Property,2007.0,0.0,0.0,1.0,0.0,0.0,1.0,low
2054,flat,sector 102,1.75,3.0,4.0,3+,high floor,Relatively New,1757.0,0.0,0.0,1.0,0.0,0.0,1.0,medium
2055,house,sector 26,15.0,5.0,6.0,3+,med floor,Moderately Old,4518.0,1.0,1.0,1.0,1.0,0.0,1.0,medium
2056,flat,sector 103,1.15,2.0,2.0,3,med floor,Relatively New,1250.0,0.0,1.0,0.0,0.0,0.0,1.0,medium
2057,flat,sector 85,1.99,3.0,4.0,3+,,Relatively New,2398.0,0.0,0.0,1.0,0.0,0.0,1.0,high
2058,flat,sector 86,0.87,2.0,2.0,1,high floor,New Property,1231.0,0.0,0.0,0.0,0.0,1.0,1.0,low
2059,flat,manesar,0.75,3.0,3.0,3+,med floor,Moderately Old,1914.0,0.0,0.0,1.0,0.0,0.0,0.0,low
2060,flat,sector 108,1.9,2.0,2.0,2,med floor,Relatively New,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
2061,flat,sector 63a,0.42,3.0,2.0,2,low floor,Under Construction,630.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2062,flat,sohna road,0.32,2.0,2.0,1,med floor,New Property,644.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2063,flat,sector 86,0.43,2.0,2.0,1,med floor,New Property,557.0,0.0,1.0,0.0,0.0,0.0,0.0,medium
2064,flat,sector 99,0.72,2.0,2.0,2,high floor,Relatively New,784.0,1.0,0.0,0.0,0.0,0.0,0.0,low
2065,flat,sector 61,2.25,3.0,3.0,2,med floor,Under Construction,1721.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2066,house,sector 43,5.5,8.0,7.0,3+,med floor,Moderately Old,2850.0,0.0,1.0,1.0,1.0,1.0,1.0,medium
2067,flat,sohna road,0.21,1.0,1.0,0,low floor,Relatively New,484.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2068,flat,sector 2,0.56,1.0,1.0,2,med floor,Moderately Old,722.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
2069,flat,gwal pahari,1.0,2.0,2.0,2,med floor,New Property,833.0,0.0,0.0,0.0,0.0,0.0,1.0,low
2070,flat,sector 78,0.69,2.0,2.0,2,high floor,Moderately Old,1422.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
2071,flat,sector 109,1.65,3.0,3.0,3,,Relatively New,1650.0,1.0,0.0,0.0,0.0,0.0,1.0,high
2072,flat,sector 56,1.55,3.0,3.0,3+,med floor,Old Property,1800.0,0.0,0.0,1.0,1.0,1.0,0.0,high
2073,flat,sector 30,1.3,3.0,3.0,2,low floor,Old Property,1401.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2074,flat,sector 107,0.52,3.0,2.0,2,med floor,Relatively New,717.0,0.0,0.0,0.0,0.0,1.0,0.0,low
2075,flat,sector 39,2.0,3.0,3.0,3+,low floor,Old Property,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2076,flat,sector 85,1.25,2.0,2.0,2,,Relatively New,1934.0,0.0,0.0,0.0,0.0,0.0,1.0,low
2077,flat,sector 86,1.45,3.0,2.0,3,med floor,Relatively New,1480.0,0.0,0.0,0.0,0.0,0.0,2.0,medium
2078,flat,sector 36a,2.2,2.0,2.0,2,,New Property,1338.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2079,flat,sector 106,1.05,2.0,2.0,2,med floor,New Property,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
2080,flat,sector 92,0.5,2.0,2.0,2,low floor,Relatively New,905.0,0.0,0.0,0.0,0.0,1.0,0.0,medium
2081,flat,sector 103,0.23,1.0,1.0,1,med floor,Relatively New,400.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2082,flat,sector 102,1.78,3.0,4.0,3+,med floor,Moderately Old,1748.0,0.0,0.0,1.0,0.0,0.0,0.0,medium
2083,flat,sector 107,0.51,3.0,2.0,2,med floor,Relatively New,717.0,0.0,0.0,0.0,0.0,1.0,0.0,low
2084,flat,sector 65,1.9,2.0,2.0,3,med floor,Under Construction,1141.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
2085,flat,sector 2,3.35,4.0,4.0,3+,low floor,New Property,5000.0,0.0,1.0,0.0,0.0,0.0,0.0,medium
2086,flat,sohna road,0.32,2.0,2.0,1,,New Property,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2087,house,sector 48,4.75,7.0,7.0,3,low floor,Moderately Old,2340.0,0.0,1.0,0.0,0.0,0.0,1.0,low
2088,flat,sector 92,0.5,2.0,2.0,3,low floor,Relatively New,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2089,flat,sector 107,0.28,2.0,2.0,2,high floor,Relatively New,543.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2090,flat,sector 72,4.0,4.0,5.0,2,med floor,Moderately Old,2629.0,0.0,0.0,1.0,0.0,0.0,0.0,low
2091,flat,sector 69,1.32,3.0,3.0,1,high floor,Relatively New,1419.0,0.0,0.0,0.0,1.0,0.0,1.0,medium
2092,flat,sector 112,5.49,4.0,5.0,3+,med floor,Relatively New,3655.35,0.0,0.0,1.0,0.0,0.0,1.0,high
2093,flat,sector 65,1.7,3.0,3.0,3,med floor,Relatively New,1081.0,0.0,1.0,0.0,0.0,0.0,1.0,medium
2094,flat,sector 66,3.5,3.0,4.0,3,med floor,Relatively New,2150.0,0.0,0.0,1.0,0.0,0.0,0.0,medium
2095,flat,sector 99a,1.32,3.0,5.0,3,high floor,New Property,1737.0,0.0,0.0,1.0,0.0,0.0,0.0,medium
2096,house,sector 7,1.55,2.0,2.0,2,low floor,Moderately Old,1080.0,0.0,0.0,0.0,0.0,0.0,1.0,medium
2097,flat,sector 107,0.28,2.0,2.0,2,med floor,Relatively New,543.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2098,house,sector 23,2.7,5.0,5.0,2,med floor,Old Property,1450.0,0.0,0.0,0.0,0.0,0.0,1.0,low
2099,flat,sector 90,1.3,3.0,3.0,3+,med floor,Relatively New,1929.0,0.0,0.0,1.0,1.0,0.0,1.0,medium
2100,house,sector 26,13.5,5.0,5.0,3+,low floor,Relatively New,4518.0,0.0,1.0,1.0,1.0,1.0,2.0,low
2101,flat,sohna road,0.85,3.0,2.0,2,med floor,New Property,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2102,flat,sector 103,1.34,3.0,3.0,3+,high floor,Relatively New,1560.0,0.0,1.0,0.0,0.0,0.0,0.0,medium
2103,house,sector 43,11.0,5.0,6.0,3+,med floor,New Property,4050.0,0.0,0.0,1.0,1.0,0.0,1.0,high
2104,flat,manesar,1.5,4.0,5.0,3+,med floor,New Property,2135.0,0.0,0.0,1.0,0.0,0.0,0.0,low
2105,flat,sector 108,2.0,4.0,4.0,3+,med floor,Relatively New,2500.0,0.0,0.0,1.0,1.0,0.0,1.0,high
2106,house,sector 41,9.35,10.0,10.0,3+,med floor,Moderately Old,7500.0,0.0,1.0,1.0,0.0,0.0,1.0,medium
2107,house,sector 67,8.0,6.0,7.0,3+,med floor,Moderately Old,3600.0,1.0,1.0,1.0,1.0,0.0,1.0,high
2108,flat,sector 85,1.25,3.0,4.0,2,med floor,Relatively New,1900.0,0.0,0.0,1.0,0.0,0.0,1.0,high
2109,flat,sector 81,4.5,4.0,6.0,3+,,Relatively New,3801.0,0.0,0.0,1.0,0.0,0.0,1.0,low
2110,flat,sector 77,0.75,2.0,2.0,2,med floor,Relatively New,1180.0,0.0,0.0,0.0,0.0,0.0,1.0,high
2111,flat,sector 109,1.9,4.0,4.0,3,med floor,Relatively New,2765.0,0.0,0.0,1.0,0.0,0.0,0.0,high
2112,flat,sector 84,0.85,2.0,2.0,3,med floor,New Property,1222.0,0.0,1.0,0.0,0.0,1.0,0.0,low
2113,flat,sohna road,0.91,2.0,2.0,3,low floor,New Property,1222.0,0.0,1.0,0.0,0.0,0.0,0.0,medium
2114,flat,sector 65,2.36,3.0,3.0,3,low floor,Relatively New,1493.0,0.0,1.0,1.0,0.0,0.0,1.0,high
2115,flat,sector 108,1.2,3.0,3.0,3+,med floor,Relatively New,1275.53,0.0,1.0,0.0,0.0,0.0,0.0,medium
2116,flat,sector 89,0.65,2.0,2.0,2,high floor,Under Construction,1390.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2117,flat,sector 79,0.9,2.0,2.0,0,high floor,Relatively New,1295.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2118,flat,sector 68,1.1,2.0,2.0,3,high floor,New Property,1244.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
2119,flat,sector 85,2.15,3.0,5.0,3,low floor,New Property,2179.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
2120,house,sector 4,2.35,4.0,4.0,2,low floor,Old Property,1440.0,0.0,0.0,0.0,1.0,0.0,0.0,low
2121,house,sector 109,5.9,4.0,5.0,2,low floor,Relatively New,2430.0,0.0,0.0,1.0,0.0,0.0,1.0,medium
